Fips,Location,TimeFrame,Data Type,Data,MOE
29,Missouri,2024,Dollars,8.85149,
29,Missouri,2025,Dollars,10.82732,
30,Montana,2005,Dollars,21,
30,Montana,2007,Dollars,15,
30,Montana,2008,Dollars,25,
30,Montana,2009,Dollars,24,
30,Montana,2010,Dollars,26,
30,Montana,2011,Dollars,24.44,
30,Montana,2012,Dollars,19.45,
30,Montana,2013,Dollars,19.45,
30,Montana,2014,Dollars,22.16,
30,Montana,2015,Dollars,22.2,
30,Montana,2016,Dollars,24.43,
30,Montana,2017,Dollars,24.30714,
30,Montana,2018,Dollars,22.56,
30,Montana,2019,Dollars,21.73,
30,Montana,2020,Dollars,18.91,
30,Montana,2021,Dollars,18.33,
30,Montana,2022,Dollars,17.51,
30,Montana,2023,Dollars,18.96,
30,Montana,2024,Dollars,18.08191,
30,Montana,2025,Dollars,19.48973,
31,Nebraska,2005,Dollars,60,
31,Nebraska,2007,Dollars,36,
31,Nebraska,2008,Dollars,37,
31,Nebraska,2009,Dollars,38,
31,Nebraska,2010,Dollars,40,
31,Nebraska,2011,Dollars,39.85,
31,Nebraska,2012,Dollars,39.18,
31,Nebraska,2013,Dollars,39.3,
31,Nebraska,2014,Dollars,39.96,
31,Nebraska,2015,Dollars,43.3,
31,Nebraska,2016,Dollars,48.47,
31,Nebraska,2017,Dollars,44.9193,
31,Nebraska,2018,Dollars,46.54,
31,Nebraska,2019,Dollars,38.49,
31,Nebraska,2020,Dollars,40.9,
31,Nebraska,2021,Dollars,40.33,
31,Nebraska,2022,Dollars,44.13,
31,Nebraska,2023,Dollars,44.8,
31,Nebraska,2024,Dollars,48.95084,
31,Nebraska,2025,Dollars,48.05426,
32,Nevada,2005,Dollars,4,
32,Nevada,2007,Dollars,4,
32,Nevada,2008,Dollars,3,
32,Nevada,2009,Dollars,4,
32,Nevada,2010,Dollars,3,
32,Nevada,2011,Dollars,3.45,
32,Nevada,2012,Dollars,3.28,
32,Nevada,2013,Dollars,7.85,
32,Nevada,2014,Dollars,3.59,
32,Nevada,2015,Dollars,4.1,
32,Nevada,2016,Dollars,4.23,
32,Nevada,2017,Dollars,6.75379,
32,Nevada,2018,Dollars,8.49,
32,Nevada,2019,Dollars,10.76,
32,Nevada,2020,Dollars,12.19,
32,Nevada,2021,Dollars,13.52,
32,Nevada,2022,Dollars,10.05,
32,Nevada,2023,Dollars,N/A,
32,Nevada,2024,Dollars,9.10702,
32,Nevada,2025,Dollars,14.94778,
33,New Hampshire,2005,Dollars,22,
33,New Hampshire,2007,Dollars,21,
33,New Hampshire,2008,Dollars,23,
33,New Hampshire,2009,Dollars,22,
33,New Hampshire,2010,Dollars,17,
33,New Hampshire,2011,Dollars,15.97,
33,New Hampshire,2012,Dollars,13.47,
33,New Hampshire,2013,Dollars,15.84,
33,New Hampshire,2014,Dollars,16.31,
33,New Hampshire,2015,Dollars,15.8,
33,New Hampshire,2016,Dollars,12.69,
33,New Hampshire,2017,Dollars,22.45401,
33,New Hampshire,2018,Dollars,22.85,
33,New Hampshire,2019,Dollars,21.4,
33,New Hampshire,2020,Dollars,23.61,
33,New Hampshire,2021,Dollars,24.72,
33,New Hampshire,2022,Dollars,22.77,
33,New Hampshire,2023,Dollars,23.82,
33,New Hampshire,2024,Dollars,24.00385,
33,New Hampshire,2025,Dollars,24.31284,
34,New Jersey,2005,Dollars,29,
34,New Jersey,2007,Dollars,40,
34,New Jersey,2008,Dollars,35,
34,New Jersey,2009,Dollars,32,
34,New Jersey,2010,Dollars,31,
34,New Jersey,2011,Dollars,26.91,
34,New Jersey,2012,Dollars,25.86,
34,New Jersey,2013,Dollars,24.96,
34,New Jersey,2014,Dollars,25.91,
34,New Jersey,2015,Dollars,26.9,
34,New Jersey,2016,Dollars,26.8,
34,New Jersey,2017,Dollars,26.02118,
34,New Jersey,2018,Dollars,28.29,
34,New Jersey,2019,Dollars,29.21,
34,New Jersey,2020,Dollars,31.25,
34,New Jersey,2021,Dollars,32.44,
34,New Jersey,2022,Dollars,38.05,
34,New Jersey,2023,Dollars,43.06,
34,New Jersey,2024,Dollars,43.35831,
34,New Jersey,2025,Dollars,44.76564,
35,New Mexico,2005,Dollars,63,
35,New Mexico,2007,Dollars,79,
35,New Mexico,2008,Dollars,63,
35,New Mexico,2009,Dollars,62,
35,New Mexico,2010,Dollars,56,
35,New Mexico,2011,Dollars,51.01,
35,New Mexico,2012,Dollars,46.58,
35,New Mexico,2013,Dollars,46.91,
35,New Mexico,2014,Dollars,48.01,
35,New Mexico,2015,Dollars,47.6,
35,New Mexico,2016,Dollars,46.3,
35,New Mexico,2017,Dollars,38.79311,
35,New Mexico,2018,Dollars,135.32,
35,New Mexico,2019,Dollars,139.6,
35,New Mexico,2020,Dollars,151.15,
35,New Mexico,2021,Dollars,159.25,
35,New Mexico,2022,Dollars,149.39,
35,New Mexico,2023,Dollars,234.74,
35,New Mexico,2024,Dollars,168.93669,
35,New Mexico,2025,Dollars,171.44313,
36,New York,2005,Dollars,N/A,
36,New York,2007,Dollars,58,
36,New York,2008,Dollars,69,
36,New York,2009,Dollars,69,
36,New York,2010,Dollars,61,
36,New York,2011,Dollars,70.28,
36,New York,2012,Dollars,75.04,
36,New York,2013,Dollars,116.21,
36,New York,2014,Dollars,109.11,
36,New York,2015,Dollars,94.9,
36,New York,2016,Dollars,89.23,
36,New York,2017,Dollars,86.81281,
36,New York,2018,Dollars,83.99,
36,New York,2019,Dollars,83.21,
36,New York,2020,Dollars,84.87,
36,New York,2021,Dollars,92.44,
36,New York,2022,Dollars,92.27,
36,New York,2023,Dollars,99.95,
36,New York,2024,Dollars,105.0468,
36,New York,2025,Dollars,108.76982,
37,North Carolina,2005,Dollars,14,
37,North Carolina,2007,Dollars,15,
37,North Carolina,2008,Dollars,16,
37,North Carolina,2009,Dollars,14,
37,North Carolina,2010,Dollars,14,
37,North Carolina,2011,Dollars,13.85,
37,North Carolina,2012,Dollars,14.16,
37,North Carolina,2013,Dollars,12.51,
37,North Carolina,2014,Dollars,11.73,
37,North Carolina,2015,Dollars,14.3,
37,North Carolina,2016,Dollars,14.08,
37,North Carolina,2017,Dollars,14.60106,
37,North Carolina,2018,Dollars,15.31,
37,North Carolina,2019,Dollars,14.93,
37,North Carolina,2020,Dollars,15.05,
37,North Carolina,2021,Dollars,14.8,
37,North Carolina,2022,Dollars,15.9,
37,North Carolina,2023,Dollars,16.61,
37,North Carolina,2024,Dollars,N/A,
37,North Carolina,2025,Dollars,N/A,
38,North Dakota,2005,Dollars,23,
38,North Dakota,2007,Dollars,17,
38,North Dakota,2008,Dollars,17,
38,North Dakota,2009,Dollars,21,
38,North Dakota,2010,Dollars,20,
38,North Dakota,2011,Dollars,25.18,
38,North Dakota,2012,Dollars,48.62,
38,North Dakota,2013,Dollars,65.75,
38,North Dakota,2014,Dollars,63.59,
38,North Dakota,2015,Dollars,97.8,
38,North Dakota,2016,Dollars,47.78,
38,North Dakota,2017,Dollars,48.18316,
38,North Dakota,2018,Dollars,54.1,
38,North Dakota,2019,Dollars,58.6,
38,North Dakota,2020,Dollars,61.44,
38,North Dakota,2021,Dollars,61.18,
38,North Dakota,2022,Dollars,72.35,
38,North Dakota,2023,Dollars,72.26,
38,North Dakota,2024,Dollars,358.48436,
38,North Dakota,2025,Dollars,355.63053,
39,Ohio,2005,Dollars,11,
39,Ohio,2007,Dollars,13,
39,Ohio,2008,Dollars,15,
39,Ohio,2009,Dollars,14,
39,Ohio,2010,Dollars,15,
39,Ohio,2011,Dollars,15.22,
39,Ohio,2012,Dollars,14.4,
39,Ohio,2013,Dollars,14.35,
39,Ohio,2014,Dollars,14.59,
39,Ohio,2015,Dollars,13.8,
39,Ohio,2016,Dollars,14.26,
39,Ohio,2017,Dollars,12.45716,
39,Ohio,2018,Dollars,13.14,
39,Ohio,2019,Dollars,14.01,
39,Ohio,2020,Dollars,15.8,
39,Ohio,2021,Dollars,24,
39,Ohio,2022,Dollars,45.19,
39,Ohio,2023,Dollars,29.71,
39,Ohio,2024,Dollars,41.65968,
39,Ohio,2025,Dollars,39.35395,
40,Oklahoma,2005,Dollars,64,
40,Oklahoma,2007,Dollars,67,
40,Oklahoma,2008,Dollars,66,
40,Oklahoma,2009,Dollars,74,
40,Oklahoma,2010,Dollars,72,
40,Oklahoma,2011,Dollars,36.2,
40,Oklahoma,2012,Dollars,38.96,
40,Oklahoma,2013,Dollars,38.05,
40,Oklahoma,2014,Dollars,43.69,
40,Oklahoma,2015,Dollars,39.3,
40,Oklahoma,2016,Dollars,42.55,
40,Oklahoma,2017,Dollars,41.31891,
40,Oklahoma,2018,Dollars,38.99,
40,Oklahoma,2019,Dollars,43.61,
40,Oklahoma,2020,Dollars,55.89,
40,Oklahoma,2021,Dollars,89.47,
40,Oklahoma,2022,Dollars,66.82,
40,Oklahoma,2023,Dollars,66.57,
40,Oklahoma,2024,Dollars,49.79542,
40,Oklahoma,2025,Dollars,52.63781,
41,Oregon,2005,Dollars,9,
41,Oregon,2007,Dollars,15,
41,Oregon,2008,Dollars,14,
41,Oregon,2009,Dollars,16,
41,Oregon,2010,Dollars,16,
41,Oregon,2011,Dollars,13.61,
41,Oregon,2012,Dollars,13.37,
41,Oregon,2013,Dollars,16.08,
41,Oregon,2014,Dollars,15.96,
41,Oregon,2015,Dollars,26.6,
41,Oregon,2016,Dollars,28.12,
41,Oregon,2017,Dollars,27.70844,
41,Oregon,2018,Dollars,28.04,
41,Oregon,2019,Dollars,35.25,
41,Oregon,2020,Dollars,35.11,
41,Oregon,2021,Dollars,35.51,
41,Oregon,2022,Dollars,51.98,
41,Oregon,2023,Dollars,181.96,
41,Oregon,2024,Dollars,63.14221,
41,Oregon,2025,Dollars,67.70142,
42,Pennsylvania,2005,Dollars,29,
42,Pennsylvania,2007,Dollars,19,
42,Pennsylvania,2008,Dollars,20,
42,Pennsylvania,2009,Dollars,20,
42,Pennsylvania,2010,Dollars,15,
42,Pennsylvania,2011,Dollars,14.99,
42,Pennsylvania,2012,Dollars,14.26,
42,Pennsylvania,2013,Dollars,14.75,
42,Pennsylvania,2014,Dollars,15.18,
42,Pennsylvania,2015,Dollars,14.4,
42,Pennsylvania,2016,Dollars,14.72,
42,Pennsylvania,2017,Dollars,12.63415,
42,Pennsylvania,2018,Dollars,14.5,
42,Pennsylvania,2019,Dollars,15.06,
42,Pennsylvania,2020,Dollars,14.99,
42,Pennsylvania,2021,Dollars,15.75,
42,Pennsylvania,2022,Dollars,16.68,
42,Pennsylvania,2023,Dollars,17.77,
42,Pennsylvania,2024,Dollars,18.9168,
42,Pennsylvania,2025,Dollars,19.05198,
44,Rhode Island,2005,Dollars,37,
44,Rhode Island,2007,Dollars,46,
44,Rhode Island,2008,Dollars,51,
44,Rhode Island,2009,Dollars,49,
44,Rhode Island,2010,Dollars,48,
44,Rhode Island,2011,Dollars,48.28,
44,Rhode Island,2012,Dollars,47.03,
44,Rhode Island,2013,Dollars,50.45,
44,Rhode Island,2014,Dollars,50.67,
44,Rhode Island,2015,Dollars,53.2,
44,Rhode Island,2016,Dollars,53.94,
44,Rhode Island,2017,Dollars,57.59099,
44,Rhode Island,2018,Dollars,52.96,
44,Rhode Island,2019,Dollars,57.26,
44,Rhode Island,2020,Dollars,59.16,
44,Rhode Island,2021,Dollars,N/A,
44,Rhode Island,2022,Dollars,284.53,
44,Rhode Island,2023,Dollars,63.2,
44,Rhode Island,2024,Dollars,82.51216,
44,Rhode Island,2025,Dollars,99.16537,
45,South Carolina,2005,Dollars,39,
45,South Carolina,2007,Dollars,39,
45,South Carolina,2008,Dollars,41,
45,South Carolina,2009,Dollars,25,
45,South Carolina,2010,Dollars,21,
45,South Carolina,2011,Dollars,17.56,
45,South Carolina,2012,Dollars,19.25,
45,South Carolina,2013,Dollars,19.44,
45,South Carolina,2014,Dollars,20.55,
45,South Carolina,2015,Dollars,20.8,
45,South Carolina,2016,Dollars,24.49,
45,South Carolina,2017,Dollars,24.17765,
45,South Carolina,2018,Dollars,26.13,
45,South Carolina,2019,Dollars,27.03,
45,South Carolina,2020,Dollars,27.51,
45,South Carolina,2021,Dollars,27.15,
45,South Carolina,2022,Dollars,28.29,
45,South Carolina,2023,Dollars,28.91,
45,South Carolina,2024,Dollars,24.118,
45,South Carolina,2025,Dollars,23.30211,
46,South Dakota,2005,Dollars,20,
46,South Dakota,2007,Dollars,23,
46,South Dakota,2008,Dollars,28,
46,South Dakota,2009,Dollars,29,
46,South Dakota,2010,Dollars,31,
46,South Dakota,2011,Dollars,30.16,
46,South Dakota,2012,Dollars,28.48,
46,South Dakota,2013,Dollars,29.02,
46,South Dakota,2014,Dollars,31.12,
46,South Dakota,2015,Dollars,35.6,
46,South Dakota,2016,Dollars,35.95,
46,South Dakota,2017,Dollars,36.83437,
46,South Dakota,2018,Dollars,35.06,
46,South Dakota,2019,Dollars,35.48,
46,South Dakota,2020,Dollars,36.04,
46,South Dakota,2021,Dollars,37.06,
46,South Dakota,2022,Dollars,37.95,
46,South Dakota,2023,Dollars,40.63,
46,South Dakota,2024,Dollars,44.4143,
46,South Dakota,2025,Dollars,46.14432,
47,Tennessee,2005,Dollars,31,
47,Tennessee,2007,Dollars,45,
47,Tennessee,2008,Dollars,51,
47,Tennessee,2009,Dollars,46,
47,Tennessee,2010,Dollars,42,
47,Tennessee,2011,Dollars,43.87,
47,Tennessee,2012,Dollars,42.61,
47,Tennessee,2013,Dollars,43.01,
47,Tennessee,2014,Dollars,43.97,
47,Tennessee,2015,Dollars,45.6,
47,Tennessee,2016,Dollars,46.57,
47,Tennessee,2017,Dollars,50.61096,
47,Tennessee,2018,Dollars,49.55,
47,Tennessee,2019,Dollars,51.24,
47,Tennessee,2020,Dollars,55.38,
47,Tennessee,2021,Dollars,70.35,
47,Tennessee,2022,Dollars,57.27,
47,Tennessee,2023,Dollars,72.58,
47,Tennessee,2024,Dollars,79.48349,
47,Tennessee,2025,Dollars,88.57926,
48,Texas,2005,Dollars,14,
48,Texas,2007,Dollars,15,
48,Texas,2008,Dollars,16,
48,Texas,2009,Dollars,16,
48,Texas,2010,Dollars,19,
48,Texas,2011,Dollars,20.74,
48,Texas,2012,Dollars,18.36,
48,Texas,2013,Dollars,19.31,
48,Texas,2014,Dollars,22.3,
48,Texas,2015,Dollars,28,
48,Texas,2016,Dollars,27.14,
48,Texas,2017,Dollars,21.57633,
48,Texas,2018,Dollars,16.92,
48,Texas,2019,Dollars,17.16,
48,Texas,2020,Dollars,20.41,
48,Texas,2021,Dollars,17.91,
48,Texas,2022,Dollars,23.33,
48,Texas,2023,Dollars,16.84,
48,Texas,2024,Dollars,18.399,
48,Texas,2025,Dollars,19.27594,
49,Utah,2005,Dollars,41,
49,Utah,2007,Dollars,33,
49,Utah,2008,Dollars,34,
49,Utah,2009,Dollars,30,
49,Utah,2010,Dollars,30,
49,Utah,2011,Dollars,30.54,
49,Utah,2012,Dollars,27.4,
49,Utah,2013,Dollars,33.5,
49,Utah,2014,Dollars,29.48,
49,Utah,2015,Dollars,31.6,
49,Utah,2016,Dollars,31.27,
49,Utah,2017,Dollars,31.31966,
49,Utah,2018,Dollars,33.44,
49,Utah,2019,Dollars,33.02,
49,Utah,2020,Dollars,35.46,
49,Utah,2021,Dollars,N/A,
49,Utah,2022,Dollars,33,
49,Utah,2023,Dollars,34.92,
49,Utah,2024,Dollars,36.91981,
49,Utah,2025,Dollars,35.3903,
50,Vermont,2005,Dollars,60,
50,Vermont,2007,Dollars,146,
50,Vermont,2008,Dollars,145,
50,Vermont,2009,Dollars,77,
50,Vermont,2010,Dollars,75,
50,Vermont,2011,Dollars,70.24,
50,Vermont,2012,Dollars,41.67,
50,Vermont,2013,Dollars,35.64,
50,Vermont,2014,Dollars,39.35,
50,Vermont,2015,Dollars,45,
50,Vermont,2016,Dollars,52.09,
50,Vermont,2017,Dollars,56.159,
50,Vermont,2018,Dollars,47.41,
50,Vermont,2019,Dollars,49.2,
50,Vermont,2020,Dollars,52.61,
50,Vermont,2021,Dollars,56.18,
50,Vermont,2022,Dollars,59.66,
50,Vermont,2023,Dollars,61.74,
50,Vermont,2024,Dollars,70.05452,
50,Vermont,2025,Dollars,75.62424,
51,Virginia,2005,Dollars,34,
51,Virginia,2007,Dollars,38,
51,Virginia,2008,Dollars,42,
51,Virginia,2009,Dollars,39,
51,Virginia,2010,Dollars,38,
51,Virginia,2011,Dollars,36.93,
51,Virginia,2012,Dollars,36.55,
51,Virginia,2013,Dollars,35.59,
51,Virginia,2014,Dollars,35.16,
51,Virginia,2015,Dollars,36.5,
51,Virginia,2016,Dollars,18.11,
51,Virginia,2017,Dollars,38.12053,
51,Virginia,2018,Dollars,38.08,
51,Virginia,2019,Dollars,39.6,
51,Virginia,2020,Dollars,36.26,
51,Virginia,2021,Dollars,41.98,
51,Virginia,2022,Dollars,43.93,
51,Virginia,2023,Dollars,47.09,
51,Virginia,2024,Dollars,47.65658,
51,Virginia,2025,Dollars,57.37805,
53,Washington,2005,Dollars,30,
53,Washington,2007,Dollars,40,
53,Washington,2008,Dollars,42,
53,Washington,2009,Dollars,36,
53,Washington,2010,Dollars,43,
53,Washington,2011,Dollars,39.53,
53,Washington,2012,Dollars,41.91,
53,Washington,2013,Dollars,30.08,
53,Washington,2014,Dollars,37.67,
53,Washington,2015,Dollars,38.2,
53,Washington,2016,Dollars,41.43,
53,Washington,2017,Dollars,41.3892,
53,Washington,2018,Dollars,46.05,
53,Washington,2019,Dollars,45.62,
53,Washington,2020,Dollars,47.95,
53,Washington,2021,Dollars,89,
53,Washington,2022,Dollars,69.35,
53,Washington,2023,Dollars,69.33,
53,Washington,2024,Dollars,103.88898,
53,Washington,2025,Dollars,77.23723,
54,West Virginia,2005,Dollars,63,
54,West Virginia,2007,Dollars,73,
54,West Virginia,2008,Dollars,77,
54,West Virginia,2009,Dollars,89,
54,West Virginia,2010,Dollars,71,
54,West Virginia,2011,Dollars,71.4,
54,West Virginia,2012,Dollars,86.55,
54,West Virginia,2013,Dollars,71.78,
54,West Virginia,2014,Dollars,60.27,
54,West Virginia,2015,Dollars,220.8,
54,West Virginia,2016,Dollars,60.48,
54,West Virginia,2017,Dollars,57.28298,
54,West Virginia,2018,Dollars,59.61,
54,West Virginia,2019,Dollars,58.74,
54,West Virginia,2020,Dollars,62.83,
54,West Virginia,2021,Dollars,N/A,
54,West Virginia,2022,Dollars,77.61,
54,West Virginia,2023,Dollars,N/A,
54,West Virginia,2024,Dollars,N/A,
54,West Virginia,2025,Dollars,N/A,
55,Wisconsin,2005,Dollars,6,
55,Wisconsin,2007,Dollars,9,
55,Wisconsin,2008,Dollars,11,
55,Wisconsin,2009,Dollars,10,
55,Wisconsin,2010,Dollars,9,
55,Wisconsin,2011,Dollars,9.29,
55,Wisconsin,2012,Dollars,13.1,
55,Wisconsin,2013,Dollars,13.1,
55,Wisconsin,2014,Dollars,13.03,
55,Wisconsin,2015,Dollars,15.1,
55,Wisconsin,2016,Dollars,15.2,
55,Wisconsin,2017,Dollars,14.53865,
55,Wisconsin,2018,Dollars,17.43,
55,Wisconsin,2019,Dollars,17.38,
55,Wisconsin,2020,Dollars,17.67,
55,Wisconsin,2021,Dollars,17.47,
55,Wisconsin,2022,Dollars,19.4,
55,Wisconsin,2023,Dollars,19.23,
55,Wisconsin,2024,Dollars,20.37581,
55,Wisconsin,2025,Dollars,28.98018,
56,Wyoming,2005,Dollars,90,
56,Wyoming,2007,Dollars,60,
56,Wyoming,2008,Dollars,64,
56,Wyoming,2009,Dollars,60,
56,Wyoming,2010,Dollars,58,
56,Wyoming,2011,Dollars,60.06,
56,Wyoming,2012,Dollars,58.73,
56,Wyoming,2013,Dollars,54.35,
56,Wyoming,2014,Dollars,54.39,
56,Wyoming,2015,Dollars,56.6,
56,Wyoming,2016,Dollars,56.42,
56,Wyoming,2017,Dollars,52.82002,
56,Wyoming,2018,Dollars,53.37,
56,Wyoming,2019,Dollars,50.44,
56,Wyoming,2020,Dollars,28.74,
56,Wyoming,2021,Dollars,27.23,
56,Wyoming,2022,Dollars,23.18,
56,Wyoming,2023,Dollars,33.44,
56,Wyoming,2024,Dollars,32.77008,
56,Wyoming,2025,Dollars,33.45414,